id,breath_id,R,C,time_step,u_in,u_out,pressure
6000029,125013,5,50,0.9004216194152832,23.83003459710857,0,28.545084685811958
6000030,125013,5,50,0.93221116065979,22.02760858472911,0,29.03719970397045
6000031,125013,5,50,0.9649856090545654,20.169339606458173,0,29.45901257667776
6000032,125013,5,50,0.9969658851623536,0.0,1,29.66991901303139
6000033,125013,5,50,1.0289292335510254,0.0,1,28.334178249458294
6000034,125013,5,50,1.0608973503112793,0.0,1,18.63248217719048
6000035,125013,5,50,1.0938258171081543,0.0,1,14.414353450117495
6000036,125013,5,50,1.125802755355835,0.0,1,13.430123413800478
6000037,125013,5,50,1.1577942371368408,0.0,1,12.867706250190738
6000038,125013,5,50,1.1897995471954346,0.0,1,12.516195522934655
6000039,125013,5,50,1.2227540016174316,0.0,1,11.813174068422494
6000040,125013,5,50,1.2547380924224854,0.0,1,11.461663341166414
6000041,125013,5,50,1.2866718769073486,0.0,1,11.180454759361558
6000042,125013,5,50,1.318640947341919,0.0,1,10.899246177556687
6000043,125013,5,50,1.3515610694885254,0.0,1,10.688339741203045
6000044,125013,5,50,1.3835139274597168,0.0,1,10.196224723044526
6000045,125013,5,50,1.4154725074768066,0.0,1,10.125922577593316
6000046,125013,5,50,1.4474608898162842,0.0,1,9.84471399578846
6000047,125013,5,50,1.4804370403289795,0.1544958357958253,1,9.493203268532364
6000048,125013,5,50,1.512390375137329,0.8699701913135177,1,9.493203268532364
6000049,125013,5,50,1.544330358505249,1.4795644853588696,1,10.125922577593316
6000050,125013,5,50,1.5761394500732422,1.9972178271195065,1,8.649577523117767
6000051,125013,5,50,1.6089715957641602,2.4518221849219195,1,8.087160359508042
6000052,125013,5,50,1.6421449184417725,2.841287653570138,1,8.016858214056832
6000053,125013,5,50,1.674252986907959,3.1614603910503303,1,8.649577523117767
6000054,125013,5,50,1.7061700820922852,3.432650321924795,1,9.071390395825071
6000055,125013,5,50,1.740126371383667,3.6773931924856695,1,7.102930323191009
6000056,125013,5,50,1.7720494270324707,3.872515139206032,1,7.59504534134954
6000057,125013,5,50,1.803940773010254,4.038698674277687,1,6.8217217413861535
6000058,125013,5,50,1.8357186317443848,4.179922686562722,1,8.368368941312912
6000059,125013,5,50,1.8685827255249023,4.304188944434367,1,7.173232468642234
6000060,125013,5,50,1.9003357887268064,4.406336396075677,1,6.610815305032508
6000061,125013,5,50,1.9321722984313965,4.49369954023764,1,7.102930323191009
6000062,125013,5,50,1.9639291763305664,4.568034425002771,1,6.751419595934944
6000063,125013,5,50,1.996645450592041,4.633219151641861,1,7.735649632251961
6000064,125013,5,50,2.0284628868103027,4.687164546336043,1,6.048398141422782
6000065,125013,5,50,2.060300588607788,4.733202795479763,1,5.9780959959715565
6000066,125013,5,50,2.092069625854492,4.772387721174399,1,6.118700286873992
6000067,125013,5,50,2.1248226165771484,4.806770481701953,1,6.751419595934944
6000068,125013,5,50,2.1566107273101807,4.835166125967983,1,6.048398141422782
6000069,125013,5,50,2.1883833408355717,4.85937805123707,1,5.41567883236183
6000070,125013,5,50,2.2201812267303467,4.880048721772658,1,5.55628312326425
6000071,125013,5,50,2.252938032150269,4.898170319513486,1,5.9780959959715565
6000072,125013,5,50,2.284870386123657,4.913197115854499,1,5.837491705069121
6000073,125013,5,50,2.316848993301392,4.926023549008897,1,4.993865959654524
6000074,125013,5,50,2.34863805770874,4.9368949062914655,1,5.275074541459395
6000075,125013,5,50,2.381366491317749,4.946420886285699,1,5.55628312326425
6000076,125013,5,50,2.4132981300354004,4.954327282470056,1,5.41567883236183
6000077,125013,5,50,2.445220708847046,4.961065208459335,1,4.572053086947233
6000078,125013,5,50,2.477142572402954,4.966808994610928,1,5.275074541459395
6000079,125013,5,50,2.51001238822937,4.971839231030615,1,5.13447025055696
6000080,125013,5,50,2.541922807693481,4.975992224891249,1,4.712657377849669
6000081,125014,20,50,0.0,0.7126602267578204,0,6.259304577776412
6000082,125014,20,50,0.0352261066436767,4.375691527325033,0,5.907793850520346
6000083,125014,20,50,0.0693421363830566,7.373377832947314,0,7.173232468642234
6000084,125014,20,50,0.1033258438110351,10.008329300555037,0,7.805951777703171
6000085,125014,20,50,0.1385378837585449,12.133377200643151,0,9.422901123081154
6000086,125014,20,50,0.1728899478912353,6.95341788227608,0,10.758641886654251
6000087,125014,20,50,0.2070162296295166,1.6606159750864151,0,9.84471399578846
6000088,125014,20,50,0.2420673370361328,0.0,0,8.227764650410476
6000089,125014,20,50,0.2762017250061035,0.080431322816743,0,8.298066795861702
6000090,125014,20,50,0.3104915618896484,8.884448412378418,0,8.298066795861702
6000091,125014,20,50,0.3455426692962646,17.397663500814524,0,9.704109704886026
6000092,125014,20,50,0.3796048164367676,22.976447085913176,0,12.37559123203222
6000093,125014,20,50,0.4139535427093506,22.845319053514515,0,14.765864177373576
6000094,125014,20,50,0.4490056037902832,22.49920355796528,0,15.609489922788171
6000095,125014,20,50,0.4832847118377685,22.29069067653464,0,15.187677050080866
6000096,125014,20,50,0.5172920227050781,21.70302260680922,0,16.734324250007624
6000097,125014,20,50,0.5523037910461426,20.953564390352703,0,17.43734570451979
6000098,125014,20,50,0.5865697860717773,20.375328478862237,0,17.015532831812497
6000099,125014,20,50,0.6205999851226807,19.7301478479163,0,17.43734570451979
6000100,125014,20,50,0.6556847095489502,18.997958239774416,0,17.859158577227095
6000101,125014,20,50,0.6899845600128174,18.201733330040117,0,18.35127359538561
6000102,125014,20,50,0.7240779399871826,17.371068208059203,0,18.70278432264168
6000103,125014,20,50,0.7592885494232178,16.514120590752245,0,18.913690758995337
6000104,125014,20,50,0.7933275699615479,15.630946796872616,0,19.335503631702643
6000105,125014,20,50,0.8273487091064453,14.714896723369298,0,19.687014358958702
6000106,125014,20,50,0.8626201152801514,13.772172742689056,0,19.897920795312352
6000107,125014,20,50,0.8969252109527588,12.841925381654525,0,20.179129377117206
6000108,125014,20,50,0.931187391281128,11.8822544001589,0,20.530640104373305
6000109,125014,20,50,0.9662086963653564,10.928715782910402,0,20.67124439527574
6000110,125014,20,50,1.0003397464752195,0.0,1,20.9524529770806
6000111,125014,20,50,1.034711837768555,0.0,1,18.913690758995337
6000112,125014,20,50,1.069788932800293,0.0,1,9.84471399578846
6000113,125014,20,50,1.1039221286773682,0.0,1,8.227764650410476
6000114,125014,20,50,1.1381621360778809,0.0,1,7.524743195898315
6000115,125014,20,50,1.1732654571533203,0.0,1,7.243534614093444
6000116,125014,20,50,1.2076280117034912,0.0,1,6.962326032288589
6000117,125014,20,50,1.241938829421997,0.0,1,7.876253923154396
6000118,125014,20,50,1.2769532203674316,0.0,1,6.399908868678847
6000119,125014,20,50,1.3112571239471436,0.0,1,6.8217217413861535
6000120,125014,20,50,1.3455827236175537,0.0,1,6.962326032288589
6000121,125014,20,50,1.380661964416504,0.0,1,6.189002432325218
6000122,125014,20,50,1.414767503738403,0.0,1,7.102930323191009
6000123,125014,20,50,1.448892593383789,0.0,1,5.767189559617911
6000124,125014,20,50,1.4838848114013672,0.0790655647802091,1,6.610815305032508
6000125,125014,20,50,1.5179176330566406,0.8490620114046876,1,6.118700286873992
6000126,125014,20,50,1.5521390438079834,1.5018744205995704,1,6.892023886837379
6000127,125014,20,50,1.587327241897583,2.0662358661439297,1,6.681117450483718
6000128,125014,20,50,1.621464729309082,2.5265873201717586,1,6.681117450483718
6000129,125014,20,50,1.655561447143555,2.914277621785456,1,7.173232468642234
6000130,125014,20,50,1.6908228397369385,3.251412539365408,1,6.189002432325218
6000131,125014,20,50,1.7249479293823242,3.525700667047116,1,7.032628177739799
6000132,125014,20,50,1.7589764595031738,3.756362941888047,1,6.329606723227637
6000133,125014,20,50,1.7940781116485596,3.956550619419282,1,6.189002432325218
6000134,125014,20,50,1.8282618522644043,4.120486852416647,1,6.540513159581282
6000135,125014,20,50,1.8625619411468504,4.259098218014536,1,6.8217217413861535
6000136,125014,20,50,1.897676944732666,4.378402330000781,1,6.540513159581282
6000137,125014,20,50,1.931835889816284,4.475996520149103,1,6.329606723227637
6000138,125014,20,50,1.966176986694336,4.558670023869188,1,6.540513159581282
6000139,125014,20,50,2.0013813972473145,4.629900907229254,1,6.470211014130073
6000140,125014,20,50,2.035658836364746,4.688193253862807,1,6.118700286873992
6000141,125014,20,50,2.069976568222046,4.737357200239087,1,6.259304577776412
6000142,125014,20,50,2.105069398880005,4.7796249693239785,1,6.118700286873992
6000143,125014,20,50,2.139451742172241,4.814432432045966,1,5.837491705069121
6000144,125014,20,50,2.173824548721313,4.843734727051395,1,5.837491705069121
6000145,125014,20,50,2.208986759185791,4.86892836859343,1,5.485980977813056
6000146,125014,20,50,2.2433011531829834,4.889593168837315,1,5.767189559617911
6000147,125014,20,50,2.2775561809539795,4.906972339882821,1,5.345376686910621
6000148,125014,20,50,2.312595844268799,4.921922763134502,1,5.485980977813056
6000149,125014,20,50,2.346827507019043,4.93420523741294,1,5.204772396008185
6000150,125014,20,50,2.3813438415527344,4.944634394225881,1,5.41567883236183
6000151,125014,20,50,2.4165310859680176,4.95356644599825,1,5.55628312326425
6000152,125014,20,50,2.450611114501953,4.96084131637475,1,5.345376686910621
6000153,125014,20,50,2.484611749649048,4.96696330127713,1,5.345376686910621
6000154,125014,20,50,2.519694328308105,4.972278559674209,1,5.13447025055696
6000155,125014,20,50,2.5539536476135254,4.976642700767019,1,4.993865959654524
6000156,125014,20,50,2.5883517265319824,4.980333451600057,1,4.853261668752088
6000157,125014,20,50,2.623555898666382,4.983507622887297,1,4.853261668752088
6000158,125014,20,50,2.657655000686645,4.98609285452663,1,4.923563814203314
6000159,125014,20,50,2.691737174987793,4.98827185041739,1,4.853261668752088
6000160,125014,20,50,2.726937055587769,4.990164556976997,1,5.13447025055696
6000161,125015,50,10,0.0,3.408005735422271,0,6.189002432325218
6000162,125015,50,10,0.0316424369812011,12.289635386736093,0,6.118700286873992
6000163,125015,50,10,0.0632641315460205,11.805640095267044,0,9.1416925412763
6000164,125015,50,10,0.0948808193206787,9.859213253362272,0,15.257979195532092
6000165,125015,50,10,0.1264841556549072,9.664740410962516,0,16.80462639545885
6000166,125015,50,10,0.1580691337585449,9.82181565808223,0,17.367043559068577
6000167,125015,50,10,0.1896660327911377,9.879184113847732,0,18.070065013580734
6000168,125015,50,10,0.2213482856750488,9.83586031898427,0,18.913690758995337
6000169,125015,50,10,0.252981424331665,9.779720411831793,0,19.687014358958702
6000170,125015,50,10,0.28456711769104,9.654995251454114,0,20.530640104373305
6000171,125015,50,10,0.316192626953125,9.492774692211846,0,21.3742658497879
6000172,125015,50,10,0.347785472869873,9.294901348217854,0,22.2178915952025
6000173,125015,50,10,0.3793854713439941,8.701162725012798,0,23.90514308603168
6000174,125015,50,10,0.4109783172607422,7.720137239596779,0,26.36571817682424
6000175,125015,50,10,0.442598819732666,7.995058450220959,0,25.732998867763307
6000176,125015,50,10,0.4742019176483154,8.166635376039714,0,25.38148814050721
6000177,125015,50,10,0.5058209896087646,7.621761390436174,0,26.71722890408034
6000178,125015,50,10,0.5374765396118164,6.675174103950592,0,28.896595413068034
6000179,125015,50,10,0.5690808296203613,6.90700291207332,0,28.193573958555877
6000180,125015,50,10,0.600677490234375,7.1324606314829495,0,27.56085464949492
6000181,125015,50,10,0.6323180198669434,6.562607275740028,0,28.826293267616823
6000182,125015,50,10,0.6639218330383301,5.656888072716985,0,30.794753340250857
6000183,125015,50,10,0.6955442428588867,5.908067245691512,0,29.95112759483626
6000184,125015,50,10,0.7271795272827148,6.129022146608317,0,29.2481061403241
6000185,125015,50,10,0.7588376998901367,5.558677890674312,0,30.443242612994776
6000186,125015,50,10,0.7904565334320068,4.716697117509362,0,32.20079624927518
6000187,125015,50,10,0.8220453262329102,5.009054550163729,0,31.21656621295815
6000188,125015,50,10,0.8536789417266846,4.611490007574049,0,31.91958766747031
6000189,125015,50,10,0.885300874710083,3.988496406759828,0,33.114724140141
6000190,125015,50,10,0.9169166088104248,4.365796376106101,0,31.91958766747031
6000191,125015,50,10,0.9486050605773926,3.998886116969503,0,32.55230697653128
6000192,125015,50,10,0.9802439212799072,3.559664473832317,0,33.325630576494646
6000193,125015,50,10,1.0118823051452637,0.0,1,32.482004831080054
6000194,125015,50,10,1.0434694290161133,0.0,1,30.93535763115329
6000195,125015,50,10,1.0750417709350586,0.0,1,10.688339741203045
6000196,125015,50,10,1.10667085647583,0.0,1,6.118700286873992
6000197,125015,50,10,1.138282299041748,0.0,1,7.243534614093444
6000198,125015,50,10,1.1698741912841797,0.0,1,7.102930323191009
6000199,125015,50,10,1.2015388011932373,0.0,1,7.102930323191009
6000200,125015,50,10,1.2331459522247314,0.0,1,7.454441050447105
6000201,125015,50,10,1.2647805213928225,0.0,1,6.8217217413861535
6000202,125015,50,10,1.2964236736297607,0.0,1,6.470211014130073
6000203,125015,50,10,1.3280658721923828,0.0,1,7.384138904995879
6000204,125015,50,10,1.3597095012664795,0.0,1,7.102930323191009
6000205,125015,50,10,1.3913805484771729,0.0,1,6.329606723227637
6000206,125015,50,10,1.4230525493621826,0.0,1,6.962326032288589
6000207,125015,50,10,1.4546897411346436,0.0,1,6.470211014130073
6000208,125015,50,10,1.4862656593322754,0.0,1,6.399908868678847
6000209,125015,50,10,1.5178649425506592,0.6532217152527064,1,6.962326032288589
6000210,125015,50,10,1.549472093582153,1.2886370120436474,1,6.540513159581282
6000211,125015,50,10,1.5810682773590088,1.830993054316216,1,6.329606723227637
6000212,125015,50,10,1.612642526626587,2.293795699087233,1,7.454441050447105
6000213,125015,50,10,1.644299030303955,2.6899607684591667,1,6.8217217413861535
6000214,125015,50,10,1.675924301147461,3.027822714471913,1,6.962326032288589
6000215,125015,50,10,1.7075417041778564,3.316203376942439,1,7.243534614093444
6000216,125015,50,10,1.739128589630127,3.5621963428906565,1,7.384138904995879
6000217,125015,50,10,1.7707884311676023,3.772698933720151,1,6.892023886837379
6000218,125015,50,10,1.8023796081542969,3.9520230215928818,1,5.907793850520346
6000219,125015,50,10,1.834036350250244,4.105438917838615,1,6.681117450483718
6000220,125015,50,10,1.8657102584838867,4.236461426116675,1,7.31383675954467
6000221,125015,50,10,1.8973677158355715,4.348240024074602,1,6.892023886837379
6000222,125015,50,10,1.9290168285369875,4.44363152723,1,7.102930323191009
6000223,125015,50,10,1.9607090950012207,4.525164008558156,1,7.102930323191009
6000224,125015,50,10,1.992426872253418,4.594800079175752,1,6.470211014130073
6000225,125015,50,10,2.0240964889526367,4.65414054487383,1,6.470211014130073
6000226,125015,50,10,2.055696487426758,4.70468797739573,1,6.399908868678847
6000227,125015,50,10,2.0872859954833984,4.747834665711626,1,6.610815305032508
6000228,125015,50,10,2.118924617767334,4.784730259357272,1,6.189002432325218
6000229,125015,50,10,2.1504907608032227,4.81616086034605,1,6.189002432325218
6000230,125015,50,10,2.1821532249450684,4.843078008331148,1,6.470211014130073
6000231,125015,50,10,2.213744878768921,4.866006600081569,1,5.9780959959715565
6000232,125015,50,10,2.2453625202178955,4.885599856061002,1,6.470211014130073
6000233,125015,50,10,2.2769901752471924,4.902332967897435,1,6.048398141422782
6000234,125015,50,10,2.308616876602173,4.916618158717566,1,6.399908868678847
6000235,125015,50,10,2.340207099914551,4.928800952631704,1,6.118700286873992
6000236,125015,50,10,2.3718206882476807,4.939210839185363,1,6.259304577776412
6000237,125015,50,10,2.403454065322876,4.948103849723639,1,6.399908868678847
6000238,125015,50,10,2.435041904449463,4.95568578898589,1,6.118700286873992
6000239,125015,50,10,2.466683149337769,4.962170122837267,1,6.540513159581282
6000240,125015,50,10,2.4984259605407715,4.967722024146358,1,6.048398141422782
6000241,125017,5,50,0.0,0.0,0,6.048398141422782
6000242,125017,5,50,0.0339937210083007,0.0976486788405671,0,5.837491705069121
6000243,125017,5,50,0.0682590007781982,0.2053069653817665,0,6.118700286873992
6000244,125017,5,50,0.1024756431579589,0.3104295600973235,0,5.767189559617911
6000245,125017,5,50,0.1366522312164306,0.4069120619108127,0,5.907793850520346
6000246,125017,5,50,0.1706283092498779,0.4967254957533402,0,5.907793850520346
6000247,125017,5,50,0.2045273780822754,0.5806457257446528,0,5.907793850520346
6000248,125017,5,50,0.2387130260467529,0.6589596539402713,0,5.9780959959715565
6000249,125017,5,50,0.272606611251831,0.7334605414616733,0,5.837491705069121
6000250,125017,5,50,0.3067963123321533,0.8020025659031509,0,5.9780959959715565
6000251,125017,5,50,0.3407609462738037,0.8657622377155404,0,5.9780959959715565
6000252,125017,5,50,0.3747074604034424,0.9272242616363006,0,5.837491705069121
6000253,125017,5,50,0.4086465835571289,0.9838732711034576,0,5.907793850520346
6000254,125017,5,50,0.4428708553314209,1.0373386079384288,0,5.907793850520346
6000255,125017,5,50,0.4768192768096924,1.0861071230376629,0,5.9780959959715565
6000256,125017,5,50,0.5109379291534424,1.1337856221343623,0,5.837491705069121
6000257,125017,5,50,0.5449395179748535,1.177379834111825,0,5.907793850520346
6000258,125017,5,50,0.578942060470581,1.216408743187455,0,6.048398141422782
6000259,125017,5,50,0.6131772994995117,1.25498861321458,0,5.907793850520346
6000260,125017,5,50,0.6471147537231445,1.289908381568919,0,5.9780959959715565
6000261,125017,5,50,0.6810946464538574,1.3217521756477282,0,6.048398141422782
6000262,125017,5,50,0.7149877548217773,1.3514982660133292,0,6.048398141422782
6000263,125017,5,50,0.7489657402038574,1.3785266200539157,0,6.118700286873992
6000264,125017,5,50,0.7828357219696045,1.4046517953520177,0,6.048398141422782
6000265,125017,5,50,0.8168134689331055,1.4291924234474165,0,6.048398141422782
6000266,125017,5,50,0.8507096767425537,1.4512271796076597,0,6.118700286873992
6000267,125017,5,50,0.8849475383758545,1.472057651511058,0,6.118700286873992
6000268,125017,5,50,0.9189853668212892,1.4914465128353438,0,6.118700286873992
6000269,125017,5,50,0.9529252052307128,1.5113381530585586,0,5.9780959959715565
6000270,125017,5,50,0.9868803024291992,0.0,1,6.189002432325218
6000271,125017,5,50,1.020991563796997,0.0,1,5.907793850520346
6000272,125017,5,50,1.0549542903900146,0.0,1,6.118700286873992
6000273,125017,5,50,1.0889060497283936,0.0,1,5.9780959959715565
6000274,125017,5,50,1.1230719089508057,0.0,1,5.9780959959715565
6000275,125017,5,50,1.1572213172912598,0.0,1,5.9780959959715565
6000276,125017,5,50,1.1912469863891602,0.0,1,5.9780959959715565
6000277,125017,5,50,1.225426197052002,0.0,1,5.9780959959715565
6000278,125017,5,50,1.2594287395477295,0.0,1,5.9780959959715565
6000279,125017,5,50,1.2936196327209473,0.0,1,5.907793850520346
6000280,125017,5,50,1.327589750289917,0.0,1,5.9780959959715565
6000281,125017,5,50,1.3614404201507568,0.0,1,5.907793850520346
6000282,125017,5,50,1.3954241275787354,0.0,1,5.9780959959715565
6000283,125017,5,50,1.4295973777770996,0.0,1,5.907793850520346
6000284,125017,5,50,1.4635484218597412,0.0,1,5.837491705069121
6000285,125017,5,50,1.4978601932525637,0.7078795834493989,1,5.907793850520346
6000286,125017,5,50,1.5319726467132568,1.3809244759798591,1,5.9780959959715565
6000287,125017,5,50,1.5660443305969238,1.947807472921876,1,5.837491705069121
6000288,125017,5,50,1.6000773906707764,2.4253981692355326,1,6.048398141422782
6000289,125017,5,50,1.6341273784637451,2.828441843470835,1,5.907793850520346
6000290,125017,5,50,1.668182134628296,3.168434302356698,1,6.259304577776412
6000291,125017,5,50,1.7020282745361328,3.453583259988161,1,6.118700286873992
6000292,125017,5,50,1.7359724044799805,3.6949780973364064,1,6.189002432325218
6000293,125017,5,50,1.7701499462127686,3.899975870337957,1,6.259304577776412
6000294,125017,5,50,1.8043029308319087,4.072657961106748,1,6.118700286873992
6000295,125017,5,50,1.8383231163024905,4.217713106964784,1,6.540513159581282
6000296,125017,5,50,1.8723630905151367,4.340143971168741,1,6.259304577776412
6000297,125017,5,50,1.9066815376281736,4.444188372421854,1,6.470211014130073
6000298,125017,5,50,1.94073486328125,4.5312062954743055,1,6.329606723227637
6000299,125017,5,50,1.974681377410889,4.604389461525386,1,6.399908868678847
6000300,125017,5,50,2.0087733268737797,4.666390718847804,1,6.259304577776412
6000301,125017,5,50,2.0430126190185547,4.718882134779348,1,6.259304577776412
6000302,125017,5,50,2.077195882797241,4.76304797092536,1,6.259304577776412
6000303,125017,5,50,2.11125111579895,4.800147109845523,1,6.118700286873992
6000304,125017,5,50,2.14540696144104,4.831522481679444,1,6.118700286873992
6000305,125017,5,50,2.1794676780700684,4.857904589725649,1,6.259304577776412
6000306,125017,5,50,2.2135121822357178,4.880145774780709,1,6.048398141422782
6000307,125017,5,50,2.24749493598938,4.898874487260511,1,6.189002432325218
6000308,125017,5,50,2.2814249992370605,4.914654123991849,1,6.118700286873992
6000309,125017,5,50,2.315553903579712,4.928043079916699,1,5.9780959959715565
6000310,125017,5,50,2.3495407104492188,4.939288473471711,1,6.189002432325218
6000311,125017,5,50,2.3837451934814453,4.948832162631737,1,6.189002432325218
6000312,125017,5,50,2.417820930480957,4.95684784004111,1,6.189002432325218
6000313,125017,5,50,2.451812744140625,4.96359255069419,1,6.189002432325218
6000314,125017,5,50,2.4859464168548584,4.9693048383439775,1,6.118700286873992
6000315,125017,5,50,2.520027637481689,4.974114086556493,1,6.259304577776412
6000316,125017,5,50,2.5540688037872314,4.978165460281481,1,6.189002432325218
6000317,125017,5,50,2.5880136489868164,4.981573886310395,1,6.189002432325218
6000318,125017,5,50,2.6219804286956787,4.984451953834845,1,6.189002432325218
6000319,125017,5,50,2.656069278717041,4.986888486568908,1,6.118700286873992
6000320,125017,5,50,2.6901233196258545,4.988941265949787,1,6.189002432325218
6000321,125018,5,50,0.0,22.65441845534257,0,6.189002432325218
6000322,125018,5,50,0.0342841148376464,18.08652948357293,0,6.962326032288589
6000323,125018,5,50,0.0682313442230224,16.037569307971125,0,7.31383675954467
6000324,125018,5,50,0.1021196842193603,16.09376076103714,0,7.31383675954467
6000325,125018,5,50,0.1362707614898681,11.068831703567492,0,8.157462504959266
6000326,125018,5,50,0.1701278686523437,14.065077829957971,0,7.6653474868007505
6000327,125018,5,50,0.2042853832244873,6.912464060736154,0,8.860483959471429
6000328,125018,5,50,0.2381527423858642,13.69978246412604,0,7.735649632251961
6000329,125018,5,50,0.2720577716827392,4.003200995717635,0,9.35259897762993
6000330,125018,5,50,0.3063259124755859,12.471351485186313,0,7.946556068605606
6000331,125018,5,50,0.3402915000915527,1.0757819806576865,0,9.84471399578846
6000332,125018,5,50,0.3744115829467773,11.648558919843664,0,8.087160359508042
6000333,125018,5,50,0.4085876941680908,0.0,0,10.196224723044526
6000334,125018,5,50,0.4428281784057617,11.237385118991492,0,8.157462504959266
6000335,125018,5,50,0.4766848087310791,0.0,0,10.125922577593316
6000336,125018,5,50,0.5107204914093018,8.70900316484749,0,8.579275377666557
6000337,125018,5,50,0.5446946620941162,0.0,0,10.05562043214209
6000338,125018,5,50,0.5786397457122803,7.442903204054008,0,8.790181814020203
6000339,125018,5,50,0.6126165390014648,0.0,0,10.125922577593316
6000340,125018,5,50,0.6466281414031982,5.748463681438509,0,9.071390395825071
6000341,125018,5,50,0.6804859638214111,0.2539624498005754,0,9.98531828669088
6000342,125018,5,50,0.7144393920898438,5.321542927386883,0,9.1416925412763
6000343,125018,5,50,0.7484414577484131,0.0,0,10.125922577593316
6000344,125018,5,50,0.7825136184692383,4.891370749468154,0,9.211994686727492
6000345,125018,5,50,0.816481351852417,0.0,0,10.196224723044526
6000346,125018,5,50,0.8504734039306641,4.882786081040289,0,9.211994686727492
6000347,125018,5,50,0.8846380710601807,0.0,0,10.26652686849575
6000348,125018,5,50,0.918776512145996,3.181308541890862,0,9.493203268532364
6000349,125018,5,50,0.9527645111083984,0.0,0,10.196224723044526
6000350,125018,5,50,0.9868330955505372,0.0,1,9.704109704886026
6000351,125018,5,50,1.0208454132080078,0.0,1,9.774411850337236
6000352,125018,5,50,1.0550096035003662,0.0,1,8.227764650410476
6000353,125018,5,50,1.0888748168945312,0.0,1,8.087160359508042
6000354,125018,5,50,1.122913837432861,0.0,1,6.681117450483718
6000355,125018,5,50,1.156883716583252,0.0,1,6.610815305032508
6000356,125018,5,50,1.1910364627838137,0.0,1,6.681117450483718
6000357,125018,5,50,1.2249455451965332,0.0,1,6.540513159581282
6000358,125018,5,50,1.259087085723877,0.0,1,6.048398141422782
6000359,125018,5,50,1.2930216789245603,0.0,1,6.259304577776412
6000360,125018,5,50,1.3270187377929688,0.0,1,6.329606723227637
6000361,125018,5,50,1.3612689971923828,0.0,1,5.907793850520346
6000362,125018,5,50,1.3955199718475342,0.0,1,6.048398141422782
6000363,125018,5,50,1.429664134979248,0.0,1,6.118700286873992
6000364,125018,5,50,1.4636163711547852,0.0,1,5.907793850520346
6000365,125018,5,50,1.497581958770752,0.6965313247297539,1,5.837491705069121
6000366,125018,5,50,1.531843662261963,1.374062597287787,1,6.048398141422782
6000367,125018,5,50,1.5657641887664795,1.9397083673640323,1,5.9780959959715565
6000368,125018,5,50,1.599938154220581,2.420384417153028,1,6.048398141422782
6000369,125018,5,50,1.634026050567627,2.824625339949882,1,5.9780959959715565
6000370,125018,5,50,1.668226718902588,3.166553432918705,1,6.189002432325218
6000371,125018,5,50,1.7022528648376465,3.4533878395661963,1,6.189002432325218
6000372,125018,5,50,1.7364768981933594,3.6966385355520095,1,6.189002432325218
6000373,125018,5,50,1.770364761352539,3.8997830877974415,1,6.329606723227637
6000374,125018,5,50,1.8045401573181152,4.07259936892943,1,5.9780959959715565
6000375,125018,5,50,1.8385772705078125,4.217729892840344,1,6.329606723227637
6000376,125018,5,50,1.8728549480438232,4.34094189716571,1,6.189002432325218
6000377,125018,5,50,1.906825304031372,4.443893446506271,1,6.259304577776412
